lang,QID,policy_name_en
sr,Q4656567,Wikipedia:Three-revert rule
sv,Q4656567,Wikipedia:Three-revert rule
te,Q4656567,Wikipedia:Three-revert rule
tr,Q4656567,Wikipedia:Three-revert rule
uk,Q4656567,Wikipedia:Three-revert rule
vi,Q4656567,Wikipedia:Three-revert rule
yi,Q4656567,Wikipedia:Three-revert rule
zh,Q4656567,Wikipedia:Three-revert rule
af,Q10973854,Wikipedia:Writing better articles
ar,Q10973854,Wikipedia:Writing better articles
bg,Q10973854,Wikipedia:Writing better articles
bh,Q10973854,Wikipedia:Writing better articles
bn,Q10973854,Wikipedia:Writing better articles
bs,Q10973854,Wikipedia:Writing better articles
ca,Q10973854,Wikipedia:Writing better articles
cs,Q10973854,Wikipedia:Writing better articles
de,Q10973854,Wikipedia:Writing better articles
en,Q10973854,Wikipedia:Writing better articles
eo,Q10973854,Wikipedia:Writing better articles
es,Q10973854,Wikipedia:Writing better articles
fa,Q10973854,Wikipedia:Writing better articles
fr,Q10973854,Wikipedia:Writing better articles
ga,Q10973854,Wikipedia:Writing better articles
glk,Q10973854,Wikipedia:Writing better articles
gl,Q10973854,Wikipedia:Writing better articles
hi,Q10973854,Wikipedia:Writing better articles
ht,Q10973854,Wikipedia:Writing better articles
hu,Q10973854,Wikipedia:Writing better articles
id,Q10973854,Wikipedia:Writing better articles
is,Q10973854,Wikipedia:Writing better articles
it,Q10973854,Wikipedia:Writing better articles
ja,Q10973854,Wikipedia:Writing better articles
lt,Q10973854,Wikipedia:Writing better articles
ms,Q10973854,Wikipedia:Writing better articles
my,Q10973854,Wikipedia:Writing better articles
nia,Q10973854,Wikipedia:Writing better articles
nl,Q10973854,Wikipedia:Writing better articles
no,Q10973854,Wikipedia:Writing better articles
pa,Q10973854,Wikipedia:Writing better articles
pt,Q10973854,Wikipedia:Writing better articles
sa,Q10973854,Wikipedia:Writing better articles
shn,Q10973854,Wikipedia:Writing better articles
sk,Q10973854,Wikipedia:Writing better articles
sl,Q10973854,Wikipedia:Writing better articles
sr,Q10973854,Wikipedia:Writing better articles
su,Q10973854,Wikipedia:Writing better articles
th,Q10973854,Wikipedia:Writing better articles
zh,Q10973854,Wikipedia:Writing better articles
ar,Q4656540,Wikipedia:Open proxies
ba,Q4656540,Wikipedia:Open proxies
be-tarask,Q4656540,Wikipedia:Open proxies
bg,Q4656540,Wikipedia:Open proxies
cs,Q4656540,Wikipedia:Open proxies
da,Q4656540,Wikipedia:Open proxies
de,Q4656540,Wikipedia:Open proxies
en,Q4656540,Wikipedia:Open proxies
fa,Q4656540,Wikipedia:Open proxies
fi,Q4656540,Wikipedia:Open proxies
fr,Q4656540,Wikipedia:Open proxies
he,Q4656540,Wikipedia:Open proxies
id,Q4656540,Wikipedia:Open proxies
it,Q4656540,Wikipedia:Open proxies
ja,Q4656540,Wikipedia:Open proxies
ko,Q4656540,Wikipedia:Open proxies
mr,Q4656540,Wikipedia:Open proxies
pl,Q4656540,Wikipedia:Open proxies
pt,Q4656540,Wikipedia:Open proxies
ru,Q4656540,Wikipedia:Open proxies
sd,Q4656540,Wikipedia:Open proxies
simple,Q4656540,Wikipedia:Open proxies
sk,Q4656540,Wikipedia:Open proxies
sr,Q4656540,Wikipedia:Open proxies
tr,Q4656540,Wikipedia:Open proxies
ur,Q4656540,Wikipedia:Open proxies
vi,Q4656540,Wikipedia:Open proxies
zh,Q4656540,Wikipedia:Open proxies
af,Q10954578,Wikipedia:Manual of Style/Spelling
als,Q10954578,Wikipedia:Manual of Style/Spelling
ar,Q10954578,Wikipedia:Manual of Style/Spelling
bar,Q10954578,Wikipedia:Manual of Style/Spelling
be-tarask,Q10954578,Wikipedia:Manual of Style/Spelling
bn,Q10954578,Wikipedia:Manual of Style/Spelling
ca,Q10954578,Wikipedia:Manual of Style/Spelling
cs,Q10954578,Wikipedia:Manual of Style/Spelling
de,Q10954578,Wikipedia:Manual of Style/Spelling
en,Q10954578,Wikipedia:Manual of Style/Spelling
es,Q10954578,Wikipedia:Manual of Style/Spelling
fa,Q10954578,Wikipedia:Manual of Style/Spelling
fr,Q10954578,Wikipedia:Manual of Style/Spelling
hr,Q10954578,Wikipedia:Manual of Style/Spelling
hu,Q10954578,Wikipedia:Manual of Style/Spelling
jv,Q10954578,Wikipedia:Manual of Style/Spelling
ksh,Q10954578,Wikipedia:Manual of Style/Spelling
lb,Q10954578,Wikipedia:Manual of Style/Spelling
li,Q10954578,Wikipedia:Manual of Style/Spelling
mad,Q10954578,Wikipedia:Manual of Style/Spelling
ms,Q10954578,Wikipedia:Manual of Style/Spelling
mwl,Q10954578,Wikipedia:Manual of Style/Spelling
nds-nl,Q10954578,Wikipedia:Manual of Style/Spelling
nds,Q10954578,Wikipedia:Manual of Style/Spelling
pms,Q10954578,Wikipedia:Manual of Style/Spelling
pt,Q10954578,Wikipedia:Manual of Style/Spelling
ro,Q10954578,Wikipedia:Manual of Style/Spelling
simple,Q10954578,Wikipedia:Manual of Style/Spelling
tl,Q10954578,Wikipedia:Manual of Style/Spelling
ur,Q10954578,Wikipedia:Manual of Style/Spelling
ar,Q4657380,Wikipedia:Article size
arz,Q4657380,Wikipedia:Article size
azb,Q4657380,Wikipedia:Article size
bg,Q4657380,Wikipedia:Article size
bn,Q4657380,Wikipedia:Article size
ca,Q4657380,Wikipedia:Article size
ckb,Q4657380,Wikipedia:Article size
cs,Q4657380,Wikipedia:Article size
en,Q4657380,Wikipedia:Article size
es,Q4657380,Wikipedia:Article size
fa,Q4657380,Wikipedia:Article size
gl,Q4657380,Wikipedia:Article size
he,Q4657380,Wikipedia:Article size
id,Q4657380,Wikipedia:Article size
it,Q4657380,Wikipedia:Article size
ja,Q4657380,Wikipedia:Article size
kk,Q4657380,Wikipedia:Article size
mk,Q4657380,Wikipedia:Article size
pt,Q4657380,Wikipedia:Article size
ro,Q4657380,Wikipedia:Article size
ru,Q4657380,Wikipedia:Article size
sv,Q4657380,Wikipedia:Article size
tg,Q4657380,Wikipedia:Article size
tr,Q4657380,Wikipedia:Article size
uk,Q4657380,Wikipedia:Article size
vi,Q4657380,Wikipedia:Article size
zh,Q4657380,Wikipedia:Article size
ar,Q4663944,Wikipedia:Notability (music)
az,Q4663944,Wikipedia:Notability (music)
bn,Q4663944,Wikipedia:Notability (music)
cs,Q4663944,Wikipedia:Notability (music)
da,Q4663944,Wikipedia:Notability (music)
el,Q4663944,Wikipedia:Notability (music)
en,Q4663944,Wikipedia:Notability (music)
es,Q4663944,Wikipedia:Notability (music)
fa,Q4663944,Wikipedia:Notability (music)
fi,Q4663944,Wikipedia:Notability (music)
fr,Q4663944,Wikipedia:Notability (music)
he,Q4663944,Wikipedia:Notability (music)
hu,Q4663944,Wikipedia:Notability (music)
hy,Q4663944,Wikipedia:Notability (music)
id,Q4663944,Wikipedia:Notability (music)
is,Q4663944,Wikipedia:Notability (music)
it,Q4663944,Wikipedia:Notability (music)
ja,Q4663944,Wikipedia:Notability (music)
ko,Q4663944,Wikipedia:Notability (music)
ms,Q4663944,Wikipedia:Notability (music)
nl,Q4663944,Wikipedia:Notability (music)
pt,Q4663944,Wikipedia:Notability (music)
ru,Q4663944,Wikipedia:Notability (music)
simple,Q4663944,Wikipedia:Notability (music)
sr,Q4663944,Wikipedia:Notability (music)
sv,Q4663944,Wikipedia:Notability (music)
th,Q4663944,Wikipedia:Notability (music)
tr,Q4663944,Wikipedia:Notability (music)
vi,Q4663944,Wikipedia:Notability (music)
zh,Q4663944,Wikipedia:Notability (music)
ar,Q4657349,Wikipedia:Manual of Style/Biography
bn,Q4657349,Wikipedia:Manual of Style/Biography
ckb,Q4657349,Wikipedia:Manual of Style/Biography
cs,Q4657349,Wikipedia:Manual of Style/Biography
de,Q4657349,Wikipedia:Manual of Style/Biography
en,Q4657349,Wikipedia:Manual of Style/Biography
eo,Q4657349,Wikipedia:Manual of Style/Biography
es,Q4657349,Wikipedia:Manual of Style/Biography
eu,Q4657349,Wikipedia:Manual of Style/Biography
fa,Q4657349,Wikipedia:Manual of Style/Biography
fr,Q4657349,Wikipedia:Manual of Style/Biography
he,Q4657349,Wikipedia:Manual of Style/Biography
it,Q4657349,Wikipedia:Manual of Style/Biography
ja,Q4657349,Wikipedia:Manual of Style/Biography
ko,Q4657349,Wikipedia:Manual of Style/Biography
la,Q4657349,Wikipedia:Manual of Style/Biography
ms,Q4657349,Wikipedia:Manual of Style/Biography
nl,Q4657349,Wikipedia:Manual of Style/Biography
no,Q4657349,Wikipedia:Manual of Style/Biography
pl,Q4657349,Wikipedia:Manual of Style/Biography
pt,Q4657349,Wikipedia:Manual of Style/Biography
sk,Q4657349,Wikipedia:Manual of Style/Biography
sl,Q4657349,Wikipedia:Manual of Style/Biography
sr,Q4657349,Wikipedia:Manual of Style/Biography
sv,Q4657349,Wikipedia:Manual of Style/Biography
uk,Q4657349,Wikipedia:Manual of Style/Biography
zh,Q4657349,Wikipedia:Manual of Style/Biography
ar,Q4663933,Wikipedia:Notability (web)
arz,Q4663933,Wikipedia:Notability (web)
az,Q4663933,Wikipedia:Notability (web)
ba,Q4663933,Wikipedia:Notability (web)
bg,Q4663933,Wikipedia:Notability (web)
bn,Q4663933,Wikipedia:Notability (web)
cs,Q4663933,Wikipedia:Notability (web)
de,Q4663933,Wikipedia:Notability (web)
el,Q4663933,Wikipedia:Notability (web)
en,Q4663933,Wikipedia:Notability (web)
fa,Q4663933,Wikipedia:Notability (web)
fr,Q4663933,Wikipedia:Notability (web)
hu,Q4663933,Wikipedia:Notability (web)
id,Q4663933,Wikipedia:Notability (web)
ja,Q4663933,Wikipedia:Notability (web)
ko,Q4663933,Wikipedia:Notability (web)
ml,Q4663933,Wikipedia:Notability (web)
pl,Q4663933,Wikipedia:Notability (web)
pt,Q4663933,Wikipedia:Notability (web)
ru,Q4663933,Wikipedia:Notability (web)
si,Q4663933,Wikipedia:Notability (web)
sr,Q4663933,Wikipedia:Notability (web)
th,Q4663933,Wikipedia:Notability (web)
tr,Q4663933,Wikipedia:Notability (web)
uk,Q4663933,Wikipedia:Notability (web)
vi,Q4663933,Wikipedia:Notability (web)
zh,Q4663933,Wikipedia:Notability (web)
ar,Q4663273,Wikipedia:Libel
bn,Q4663273,Wikipedia:Libel
ckb,Q4663273,Wikipedia:Libel
cs,Q4663273,Wikipedia:Libel
el,Q4663273,Wikipedia:Libel
en,Q4663273,Wikipedia:Libel
fa,Q4663273,Wikipedia:Libel
fi,Q4663273,Wikipedia:Libel
fr,Q4663273,Wikipedia:Libel
hu,Q4663273,Wikipedia:Libel
id,Q4663273,Wikipedia:Libel
ilo,Q4663273,Wikipedia:Libel
ja,Q4663273,Wikipedia:Libel
ko,Q4663273,Wikipedia:Libel
ms,Q4663273,Wikipedia:Libel
no,Q4663273,Wikipedia:Libel
or,Q4663273,Wikipedia:Libel
pt,Q4663273,Wikipedia:Libel
ru,Q4663273,Wikipedia:Libel
sr,Q4663273,Wikipedia:Libel
ta,Q4663273,Wikipedia:Libel
th,Q4663273,Wikipedia:Libel
tr,Q4663273,Wikipedia:Libel
vi,Q4663273,Wikipedia:Libel
zh-yue,Q4663273,Wikipedia:Libel
zh,Q4663273,Wikipedia:Libel
ar,Q4616152,Wikipedia:Arbitration/Policy
bg,Q4616152,Wikipedia:Arbitration/Policy
ckb,Q4616152,Wikipedia:Arbitration/Policy
cs,Q4616152,Wikipedia:Arbitration/Policy
de,Q4616152,Wikipedia:Arbitration/Policy
en,Q4616152,Wikipedia:Arbitration/Policy
fa,Q4616152,Wikipedia:Arbitration/Policy
fi,Q4616152,Wikipedia:Arbitration/Policy
fr,Q4616152,Wikipedia:Arbitration/Policy
hu,Q4616152,Wikipedia:Arbitration/Policy
id,Q4616152,Wikipedia:Arbitration/Policy
ja,Q4616152,Wikipedia:Arbitration/Policy
lt,Q4616152,Wikipedia:Arbitration/Policy
nl,Q4616152,Wikipedia:Arbitration/Policy
oc,Q4616152,Wikipedia:Arbitration/Policy
pl,Q4616152,Wikipedia:Arbitration/Policy
pt,Q4616152,Wikipedia:Arbitration/Policy
sk,Q4616152,Wikipedia:Arbitration/Policy
sv,Q4616152,Wikipedia:Arbitration/Policy
th,Q4616152,Wikipedia:Arbitration/Policy
tr,Q4616152,Wikipedia:Arbitration/Policy
vi,Q4616152,Wikipedia:Arbitration/Policy
ar,Q13429672,Wikipedia:Requests for undeletion
azb,Q13429672,Wikipedia:Requests for undeletion
az,Q13429672,Wikipedia:Requests for undeletion
be,Q13429672,Wikipedia:Requests for undeletion
ckb,Q13429672,Wikipedia:Requests for undeletion
cs,Q13429672,Wikipedia:Requests for undeletion
en,Q13429672,Wikipedia:Requests for undeletion
es,Q13429672,Wikipedia:Requests for undeletion
fa,Q13429672,Wikipedia:Requests for undeletion
fi,Q13429672,Wikipedia:Requests for undeletion
fr,Q13429672,Wikipedia:Requests for undeletion
ml,Q13429672,Wikipedia:Requests for undeletion
ms,Q13429672,Wikipedia:Requests for undeletion
pt,Q13429672,Wikipedia:Requests for undeletion
ru,Q13429672,Wikipedia:Requests for undeletion
sd,Q13429672,Wikipedia:Requests for undeletion
si,Q13429672,Wikipedia:Requests for undeletion
uk,Q13429672,Wikipedia:Requests for undeletion
uz,Q13429672,Wikipedia:Requests for undeletion
zh,Q13429672,Wikipedia:Requests for undeletion
ar,Q4654366,Wikipedia:Mediation
bg,Q4654366,Wikipedia:Mediation
br,Q4654366,Wikipedia:Mediation
cs,Q4654366,Wikipedia:Mediation
de,Q4654366,Wikipedia:Mediation
el,Q4654366,Wikipedia:Mediation
en,Q4654366,Wikipedia:Mediation
fa,Q4654366,Wikipedia:Mediation
fr,Q4654366,Wikipedia:Mediation
hu,Q4654366,Wikipedia:Mediation
ja,Q4654366,Wikipedia:Mediation
ko,Q4654366,Wikipedia:Mediation
pl,Q4654366,Wikipedia:Mediation
pt,Q4654366,Wikipedia:Mediation
ro,Q4654366,Wikipedia:Mediation
ru,Q4654366,Wikipedia:Mediation
sk,Q4654366,Wikipedia:Mediation
sl,Q4654366,Wikipedia:Mediation
sr,Q4654366,Wikipedia:Mediation
uk,Q4654366,Wikipedia:Mediation
zh,Q4654366,Wikipedia:Mediation
ar,Q9276887,Wikipedia:Fringe theories
arz,Q9276887,Wikipedia:Fringe theories
ba,Q9276887,Wikipedia:Fringe theories
bn,Q9276887,Wikipedia:Fringe theories
en,Q9276887,Wikipedia:Fringe theories
es,Q9276887,Wikipedia:Fringe theories
fa,Q9276887,Wikipedia:Fringe theories
fr,Q9276887,Wikipedia:Fringe theories
kk,Q9276887,Wikipedia:Fringe theories
ko,Q9276887,Wikipedia:Fringe theories
lt,Q9276887,Wikipedia:Fringe theories
pt,Q9276887,Wikipedia:Fringe theories
ro,Q9276887,Wikipedia:Fringe theories
ru,Q9276887,Wikipedia:Fringe theories
sh,Q9276887,Wikipedia:Fringe theories
sr,Q9276887,Wikipedia:Fringe theories
uk,Q9276887,Wikipedia:Fringe theories
zh,Q9276887,Wikipedia:Fringe theories
cs,Q15080994,Project:Template editors
en,Q15080994,Project:Template editors
fa,Q15080994,Project:Template editors
he,Q15080994,Project:Template editors
hi,Q15080994,Project:Template editors
hu,Q15080994,Project:Template editors
ko,Q15080994,Project:Template editors
ne,Q15080994,Project:Template editors
pl,Q15080994,Project:Template editors
ro,Q15080994,Project:Template editors
ru,Q15080994,Project:Template editors
uk,Q15080994,Project:Template editors
vi,Q15080994,Project:Template editors
zh,Q15080994,Project:Template editors
ar,Q11044054,Wikipedia:Splitting
bn,Q11044054,Wikipedia:Splitting
cs,Q11044054,Wikipedia:Splitting
de,Q11044054,Wikipedia:Splitting
en,Q11044054,Wikipedia:Splitting
fa,Q11044054,Wikipedia:Splitting
fr,Q11044054,Wikipedia:Splitting
id,Q11044054,Wikipedia:Splitting
it,Q11044054,Wikipedia:Splitting
ko,Q11044054,Wikipedia:Splitting
pt,Q11044054,Wikipedia:Splitting
sd,Q11044054,Wikipedia:Splitting
tl,Q11044054,Wikipedia:Splitting
zh,Q11044054,Wikipedia:Splitting
ar,Q11127329,Wikipedia:Naming conventions (categories)
cs,Q11127329,Wikipedia:Naming conventions (categories)
de,Q11127329,Wikipedia:Naming conventions (categories)
en,Q11127329,Wikipedia:Naming conventions (categories)
eo,Q11127329,Wikipedia:Naming conventions (categories)
hy,Q11127329,Wikipedia:Naming conventions (categories)
id,Q11127329,Wikipedia:Naming conventions (categories)
jv,Q11127329,Wikipedia:Naming conventions (categories)
ms,Q11127329,Wikipedia:Naming conventions (categories)
pt,Q11127329,Wikipedia:Naming conventions (categories)
si,Q11127329,Wikipedia:Naming conventions (categories)
tr,Q11127329,Wikipedia:Naming conventions (categories)
zh,Q11127329,Wikipedia:Naming conventions (categories)
als,Q4656551,Eligibility to vote
cs,Q4656551,Eligibility to vote
de,Q4656551,Eligibility to vote
it,Q4656551,Eligibility to vote
pt,Q4656551,Eligibility to vote
vec,Q4656551,Eligibility to vote
zh,Q4656551,Eligibility to vote
cs,Q4657130,Wikipedia:Naming conventions (Hebrew)
da,Q4657130,Wikipedia:Naming conventions (Hebrew)
de,Q4657130,Wikipedia:Naming conventions (Hebrew)
en,Q4657130,Wikipedia:Naming conventions (Hebrew)
lb,Q4657130,Wikipedia:Naming conventions (Hebrew)
nn,Q4657130,Wikipedia:Naming conventions (Hebrew)
no,Q4657130,Wikipedia:Naming conventions (Hebrew)
sv,Q4657130,Wikipedia:Naming conventions (Hebrew)
cs,Q4654447,Wikipedia:Negotiation
en,Q4654447,Wikipedia:Negotiation
fa,Q4654447,Wikipedia:Negotiation
vi,Q4654447,Wikipedia:Negotiation
zh,Q4654447,Wikipedia:Negotiation
en,Q76703439,Wikipedia:Alphabetical order
sv,Q76703439,Wikipedia:Alphabetical order
